fname,summary
test_208,#Person1#은 #Person2#에게 세계 지도에 대해 설명합니다. #Person2#는 지도가 나라별로 표시되어 있지 않아 흥미롭다고 말합니다. #Person1#은 지리 수업에 참석하기 위해 인터넷에서 더 많은 정보를 찾아보겠다고 합니다. #Person2# 또한 지리 수업 참여 여부를 고민 중입니다.
test_209,"#Person2#는 방에 담배 냄새가 심해 금연 방을 예약했지만, 도어맨이 짐 옮기는 것을 도와주지 않아 불편을 끼쳐드려 죄송하다고 #Person1#에게 사과합니다. #Person2#가 담배를 피우다가 방에서 담배 냄새가 너무 심해서 참을 수 없어 금연 방을 마련해 달라고 요청합니다."
test_210,"John Sampson은 #Person1#에게 젖어 있는 페인트에 손대지 말라고 주의를 주었지만, #Person1#은 그들이 표지판을 세우려고 그 위를 걸어가는 것을 보지 못했다고 설명한다."
test_211,#Person2#는 #Person1#에게 한 잔만 더 하자고 제안합니다. #Person1#은 #Person2#에게 전화를 걸었습니다. #Person2#가 곧 다시 만날 수 있기를 바라며 전화번호를 알려줍니다. #Person1#은 다음 주에 한 번 전화하기로 합니다. #Person2#도 곧 다시 만나기로 했습니다.
test_212,Jim은 William 박사가 최대한 빨리 일에 복귀할 수 있도록 도와준다고 했습니다. Dick은 2주 동안 아팠지만 이제는 괜찮아졌다고 합니다. Jim는 Willigam 박사의 도움으로 회복되었다고 말합니다.
test_213,"#Person1#과 #Person2#는 회사가 야근을 통제하고 있다는 것을 알게 되었다. 그들은 고용주가 공정한 임금을 주도록 하는 법을 준수해야 한다고 주장한다. #Person1#은 이에 동의하지만, #Person2#가 다른 직장을 찾지 않을까 걱정된다."
test_214,"Lisa는 남편이 바람 피우고 있다는 것을 알게 되었고 #Person1#에게 Mark의 여동생이 누구인지 물어보았습니다. #Person1#은 그 여자에 대해 남편에게 추궁했고, 결국 그녀가 이혼할 것이라고 결론지었습니다."
test_215,#Person2#는 #Person1#에게 빨간 고기를 줄이고 식단을 정리하라고 조언합니다. #Person1#은 #Person2#가 다이어트를 시작해야 한다고 생각합니다. #Person2#와 #Person1#은 의사 선생님에게 조언을 받습니다. #Person2#의 의사 선생님은 너무 많이 먹고 있다고 하셨습니다. #Person1#은 그 이유를 설명합니다.
test_216,#Person2#는 #Person1#에게 자신의 맹세를 지키기 위해 가야 한다고 말합니다. #Person1#은 #Person2#가 자신의 곁을 떠나지 않기를 바라고 있습니다. #Person2#은 자신의 곁에 머물러 달라고 요청합니다. #Person1#는 #Person2#를 다른 자아이자 최고의 지상 동반자가 되어주길 원합니다.
test_217,#Person2#는 #Person1#에게 교내 학생증이나 입학증명서가 있으면 책을 대출하거나 저널이나 잡지를 읽을 수 있다고 설명합니다. #Person1#은 #Person2#에게 회화 영어 관련 책 두 권을 대출하고 싶은데 어디서 찾을 수 있는지 알려줍니다.
test_218,#Person1#과 #Person2#는 콜로라도에서 계절이 바뀌던 때를 떠올리며 오늘 날씨가 정말 좋다고 생각합니다. #Person1#은 날씨가 계속 좋으면 해변에 가는 것도 괜찮을 것 같다고 말합니다. #Person2# 또한 날씨가 계속 좋아지면 해변에 가자고 제안합니다.
test_219,"#Person1#은 사진 촬영이 금지되어 있는 박물관에 카메라를 잠시 맡기고, 필름을 보관합니다. #Person2#는 카메라를 돌려받을 수 있을지 문의합니다. #Person1#은 카메라를 잠시 보관하고 나중에 돌려드리겠다고 약속합니다. #Person2#의 도움으로 기념품 가게에서 사진을 구매할 수 있습니다."
test_220,"#Person1#은 대출 신청에 대한 정보를 얻기 위해 #Person2#에게 도움을 요청합니다. #Person2#는 개인 정보, 과거 대출, 자산, 신용 점수와 같은 관련 정보를 평가해야 한다고 말합니다."
test_221,모니카는 회의에서 네 발표가 설득력 있었고 클라이언트들이 이 프로젝트에 투자하겠다고 확신할 수 있도록 도와주었다. #Person1#은 모니카를 칭찬하며 그의 노력이 큰 결실을 맺었다고 평가했다.
test_222,"톰은 아침에도 몇 마일 뛰는 것을 좋아하지만, #Person2#는 아침에 뛰는 것에 익숙하지 않습니다. #Person1#은 #Person2#에게 내일 같이 가자고 제안합니다. #Person2#가 저녁에 일어날 수 있을지는 미지수입니다. 하지만 #Person1#은 함께 갈 사람이 있으면 가능하다고 생각합니다."
test_223,"#Person2#는 #Person1#에게 인기 있는 일본 요리를 세트 코스로 제공하고, 고기 요리도 준비되어 있다고 말합니다. #Person1#은 #Person2#에게 저녁 주문 시간을 알립니다. #Person2#가 10시까지 영업하며, 저녁 주문 시간은 9시 30분이라고 안내합니다."
test_224,"Simpson 씨는 목요일 점심 시간에 맞춰 식당을 예약합니다. #Person1#은 #Person2#에게 12시 30분에 가자고 제안하고, #Person2#는 12시 30분까지 기다리겠다고 약속합니다. #Person1#는 목요일 오후 1시 30분에 도착할 예정입니다."
test_225,#Person2#는 #Person1#에게 데이트 상대와 레스토랑에 가자고 제안합니다. #Person1#은 그레이머시 타번이 평이 좋고 가격이 저렴하다고 생각합니다. 사장님은 승산 있는 레스토랑에 예약해 주겠다고 합니다. #Person2#가 전화로 예약할 예정입니다.
test_226,"#Person2#는 #Person1#에게 오리구이가 25달러, 돼지고기 한 접시에 6. 50달러, 소고기 한 그릇이 7달러라고 제안합니다. #Person1#은 50달러를 지불하고 #Person2#에게 거스름돈을 지불합니다. #Person2#은 팁을 받지 않습니다."
test_227,"#Person1#과 #Person2#는 스포츠에 대해 이야기합니다. #Person1#은 익스트림 스포츠를 즐기는 사람이 많아서 인기가 많다고 말하며, #Person2#가 아는 사람 중에서는 골프 치는 사람은 거의 없다고 합니다. #Person1#은 정기적으로 골프를 치는 사람들을 알아봅니다."
test_228,"프리덤 여행사는 핀란드 헬싱키로 가는 항공편 예약에 대해 문의합니다. #Person2#는 가장 저렴한 항공편을 추천하며, #Person1#은 이를 이용하기로 결정합니다. 두 편의 출발 시간은 오전 10시에 출발하고, 오후 5시 55분에 헬싱키에 도착합니다."
test_229,#Person2#는 디즈니 월드에 대해 잘 아십니다. #Person1#은 #Person2#가 디즈니에 대해 잘 알고 있다고 생각합니다. #Person2#와 #Person1#은 내일 플로리다로 할머니 뵈러 가기로 했습니다. #Person2#은 #Person2#에게 디즈니의 월드에 대한 설명을 듣습니다.
test_230,#Person2#는 그레이트 배리어 리프를 보고 싶다고 말합니다. #Person1#은 #Person2#가 호주에 가본 적이 없다고 말합니다. #Person2#와 #Person1#은 그들의 친구들이 말하길 거기 물고기들이 대단하다고 하길래 그곳을 가보고 싶다고 합니다.
test_231,"Laura는 헬스장에 가려고 합니다. #Person1#은 운동하는 여자들이 남자들보다 더 많은 것 같다고 말합니다. #Person2#는 운동하는 여자들에게 외모가 중요한 부분이라고 생각합니다. #Person1#은 수영과 자전거를 좋아하며, #Person1#은 TV로 스포츠를 즐깁니다."
test_232,"#Person2#는 #Person1#에게 로스앤젤레스에서 태어나 시카고에서 자랐다고 말합니다. #Person1#은 윌메트 교외에서 태어났고, 링컨 고등학교 졸업, 그리고 유럽에 잠시 체류했다고 설명합니다. #Person2#와 #Person1#은 뮌헨에 대해 이야기합니다."
test_233,#Person2#는 #Person1#에게 새 정장을 구입할 때 큰 쇼핑센터에서 샀다고 말합니다. #Person1#은 그것이 좋은 거래라고 생각하지 않습니다. #Person2#가 새 정장 구입에 대해 이야기합니다. #Person2#와 #Person1#은 새 정장의 가격이 150달러밖에 되지 않는다고 생각합니다.
test_234,Robin은 Ann에게 Martha Bicycle Club에 참가하는 사람들의 편도에 대해 설명합니다. Robine은 자전거 타는 사람들이 출발할 때 길을 막지 않도록 단계적 출발을 도입했다고 설명합니다.
test_235,"#Person2#는 #Person1#에게 아페리티프와 컴파리를 주문하고, #Person1#은 싱어를 추천합니다. #Person2#가 싱어를 드셔보라고 권합니다."
test_236,Gregory는 주말에 번지 점프를 했습니다. #Person1#과 Eric은 #Person2#의 지갑이 잃어버린 것을 발견합니다. 그들은 지갑을 잃어버렸습니다. 그들은 지갑에 대해 이야기합니다. #Person1#은 지갑의 잃어버린 것이 무엇인지 물어봅니다.
test_237,#Person1#은 2차 세계대전에 대한 정보를 찾고 싶어 합니다. #Person2#는 인터넷 검색을 도와줍니다. #Person1#은 노르망디 상륙작전에 대해 잘 설명되어 있다고 생각합니다. #Person1#은 역사책을 읽어보고 역사책을 읽는 것을 추천합니다.
test_238,#Person2#는 근육의 선명도를 높이기 위해 웨이트와 유산소 운동을 권장합니다. #Person1#은 근육이 불룩해지지 않도록 가벼운 무게로 시작하라고 조언합니다. #Person2#은 스트레칭 후 스트레칭을 하라고 제안합니다.
test_239,"#Person2#는 학생들을 위한 주차 건물이 있는 캠퍼스 안에 주차하고 싶다고 #Person1#에게 말합니다. #Person1#은 그것이 언제였는지 알 수 없으며, #Person2#가 갔을 때는 전혀 안 찼다고 설명합니다. #Person2#와 #Person1#은 현재 주차 건물에 대해 잘 모릅니다."
test_240,"Emily는 Susan에게 FICA와 SUI 세금이 무엇이며, Medicare는 건강 보험 계획 둘 다에서 공제가 되는지 설명해 달라고 요청합니다. Susun은 #Person1#에게 주 소득세와 연방 레벨에 대해 설명합니다."
test_241,"#Person1#은 자판기를 사려고 합니다. #Person2#는 자판기가 까다롭다고 생각하지만, #Person1#은 다음 단계로 가기로 결정합니다. #Person1#은 돈을 몇 번 넣어보라고 권합니다. #Person2#가 자판기에 대한 믿음이 없습니다. #Person1#은 좋은 하루를 보내길 원합니다."
test_242,#Person2#는 겨울 방학 때 태국에 있는 여자친구를 만나러 가려고 합니다. #Person1#은 #Person2#가 인터넷 덕분에 사람들 간의 소통이 훨씬 빨라졌다고 말합니다. #Person2# 또한 인터넷 덕분에 사람들이 서로를 훨씬 빨리 알아갈 수 있다고 생각합니다.
test_243,"케이트는 새로 들인 가구 세트를 마음에 들어하며, 새 가구와 커튼을 새로 달았습니다. #Person1#은 케이트의 카펫이 예전 카펫과 다르다고 생각합니다. #Person2#는 케이트가 새 가구로 교체한 것에 대해 잘 알아봅니다."
test_244,"Bill은 아침식사 전에 조깅을 하고, 점심시간에는 헬스클럽에서 30분씩 수영하고, 라켓볼이나 핸드볼을 해야 한다."
test_245,"#Person1# 마켓과 #Person2#는 마켓이 올해 졸업할 수 있도록 과학 과목을 들어야 한다고 생각합니다. 마켓은 생물, 화학, 수학, 물리학을 전공하지 않는 학생들을 위한 좋은 입문 과목이 필요하다고 설명합니다."
test_246,"#Person1#은 Tim에게 환경친화적인 삶을 사는 방법에 대해 이야기하고, Tim은 학교 매점과 지역 농산물을 이용하는 방법을 추천한다."
test_247,"토니는 크리스마스를 앞두고 쇼핑센터 장난감 부서에서 일하고, 크리스마스 전에 아이들 선물을 파는 것을 불쾌하게 여긴다. #Person1#은 토니에게 크리스마스 전에 아이들에게 선물을 파는 것은 불쾌한 일이라고 말한다."
test_248,"Sue는 Bill에게 생일 케이크를 먹자고 제안합니다. Bill은 #Person1#에게 케이크와 샐러드를 제공하고, #Person1#은 파티를 즐기고 싶다고 말합니다. 두 사람은 파티에서 뜨거운 스프를 먹고 싶다고 이야기합니다. 그들은 파티에 함께 가기로 합니다."
test_249,"#Person1#은 여름 의류 세일 중이며, #Person2#는 이 티셔츠에 어울리는 치마와 바지를 찾고 있습니다. #Person1#은 이 섹션에서 160위안을 제안합니다. 160위안은 #Person1#에게 160위안입니다. #Person1#은 올해 유행인 여름 의류를 구매할 수 있다고 설명합니다."
test_250,"#Person1#은 #Person2#에게 예약 확인서를 요청했지만, #Person2#는 72시간 내에 재인식을 하지 않아 예약이 취소되었습니다. #Person1#은 다음 비행기를 타고 싶다고 말합니다. #Person2#가 #Person1#에게 다음 비행기 티켓을 문의합니다. #Person1#은 다른 티켓은 없습니다."
test_251,#Person1#과 #Person2#는 부활절에 가족 모임을 갖기 위해 교회에 갔습니다. #Person2#와 #Person1#은 각자 음식을 가져오는 뷔페식 파티를 즐깁니다. #Person1#은 #Person2#가 집에 있는 애들이 집에 있다고 말합니다.
test_252,"#Person1#과 #Person2#는 토니의 나쁜 습관에 대해 이야기한다. #Person1#은 토니의 학습 능력이나 사고력을 과소평가하지 말라고 조언하지만, 토니는 좋은 행동에는 보상을 주고, 나쁜 습관에는 벌을 주지 않는다."
test_253,"#Person1#과 #Person2#는 Julie와 Alex가 결혼하여 파티를 준비 중이라고 이야기한다. #Person1#은 두 사람이 잘 어울린다고 생각하지만, #Person2#의 친구 Wendy는 그녀의 여자 파티에 가는 것을 신경 쓰지 않을 것이라고 말한다."
test_254,#Person1#은 #Person2#에게 투표용지를 받을 수 있도록 도와달라고 요청합니다. #Person2#는 투표 부스에서 신분증을 보여줍니다. #Person1#은 투표 부스로 가셔서 투표할 수 있도록 돕습니다. #Person2#가 투표 부스를 방문하여 신분증을 보여주면 된다고 설명합니다.
test_255,"#Person1#과 #Person2#는 회사가 곧 인원 감축을 한다며 앤디와 리사를 걱정하고 있습니다. 앤디는 일을 가장 못하는 것 같고, 리사는 일을 가장 잘하는 것 같다고 생각합니다. 하지만 앤디는 세 달 연속 판매 기록 최고입니다. 앤디가 잘리는 건 절대 아닙니다."
test_256,#Person2#는 #Person1#에게 중국 드라마 '중국식 이혼'을 보고 있다고 말합니다. #Person1#은 중국의 독자 세대가 결혼에 대해 잘 모르는 것 같다고 생각합니다. 그들은 관계나 결혼을 진지하게 보지 않습니다.
test_257,"Judy는 #Person1#에게 교통비에 4,000 RMB를 지출하고 호텔비로도 많은 돈을 지불해야 한다고 설명합니다. Juedy는 청년호스텔을 선택하면 숙소 질이 나빠질 수 있다고 걱정합니다."
test_258,"#Person1#은 메리가 제로드와 결혼했다고 말합니다. #Person2#는 놀랍게도 제로드가 파리에 산다고 말합니다. #Person1#은 놀라서 #Person2#를 안심시켰습니다. 제로드는 파리에 살고 있으며, 메리는 제로드와의 결혼에 대해 거짓말을 하고 있다고 생각합니다."
test_259,#Person2#는 지갑을 잃어버렸습니다. #Person1#은 #Person2#에게 돈을 빌리고 주유소에 가자고 제안합니다. #Person2#가 책을 사고 주유소에 갈 예정입니다. #Person1#은 잠깐만 기다리겠다고 약속합니다. #Person2#의 도움으로 책과 주유소를 이용할 수 있게 되었습니다.
test_260,#Person2#는 #Person1#에게 Murphy Music과 U-Tunes가 합병한다는 소식을 전합니다. #Person1#은 두 회사가 합병할 것이라는 소문을 믿지 못합니다. #Person2# 또한 치열한 경쟁을 유지하는 것보다 합병하는 것이 더 낫다고 판단했기 때문입니다.
test_261,"#Person2#는 톰과 톰의 새 조수 만남에 대해 이야기합니다. 톰은 인사도 잘하지 않으며, 톰은 모두에게 인사도 하지 않습니다. #Person1#은 #Person2#를 칭찬하며, 톰은 그를 잘 도와줍니다. 톰은 톰이 자신의 상사라고 생각합니다."
test_262,"Sarah는 회의 주제가 무엇이었는지 설명하고, 불필요한 세부사항에 얽매이지 않아야 한다고 조언한다."
test_263,"#Person2#는 #Person1#에게 메카로 순례를 가는 무슬림들에 대해 이야기합니다. #Person1#은 이슬람에서 하즈에 가는 사람들이 너무 많아서 종종 사고가 발생한다고 설명합니다. #Person2# 또한 순례자들이 큰, 성스러운 돌 주변을 걸어야 한다고 말합니다."
test_264,"Mike, Jenny는 #Person1#에게 데이트 신청이 거절당해도 세상이 끝나는 건 아니라고 말합니다. #Person1#은 #Person2#에게 그녀가 데이트 신청을 거절하면 모든 것이 끝장난다고 말합니다. #Person2#는 그녀에게 말해야 한다고 생각합니다."
test_265,"#Person2#는 #Person1#에게 화를 풀기 위해 주로 음악을 듣고, 운동하는 것을 추천합니다. #Person1#은 운동이 화를 가라앉히는 좋은 방법이라고 설명합니다. #Person2#가 조깅하거나 요가, 아니면 그냥 산책도 좋습니다. 또한 조깅과 요가, 산책도 도움이 될 것이라고 생각합니다."
test_266,#Person2#는 #Person1#에게 뉴질랜드에 있는 가족에 대해 이야기합니다. #Person1#은 Bill의 외삼촌과 Jane의 사촌을 의붓자매로 보고 있습니다.
test_267,"Stuart 씨는 도시 마라톤에서 우승하여 기뻐합니다. #Person2#는 #Person1#에게 축하인사를 전하고, #Person1#은 결승선으로 달려가는 것을 봤다고 말합니다. 또한 #Person1#은 선수들이 결승선을 통과하는 것을 보았습니다. #Person2#와 #Person1#은 기쁨을 감추지 못하고 있습니다."
test_268,"#Person2#는 #Person1#에게 아이들과 아내를 위한 스니커즈와 향수를 추천합니다. #Person1#은 #Person2#가 미국보다 저렴한 가격에 구입할 수 있도록 도와줍니다. #Person2#의 아내는 향수 한 병을 원하고, #Person1#은 DENY 브랜드를 선호합니다. 두 가지 모두 가짜입니다."
test_269,"#Person2#는 #Person1#에게 영국으로 전화하기 위해 현지에서 SIM 카드를 사용하라고 제안합니다. #Person1#은 비용에 대해 설명하고, #Person2#가 비용을 지불할 수 있도록 도와줍니다. #Person1#은 비용이 저렴하다고 말합니다. #Person2#의 도움으로 영국으로 전화를 할 수 있게 되었습니다."
test_270,"Mr. Brown은 한 달에 1,800위안을 받습니다. #Person2#는 #Person1#에게 당신의 능력과 경험에 따라 채용 여부를 결정하라고 조언합니다."
test_271,Barry는 그의 형 Paul을 좋아하지만 수줍음이 많다고 생각하지 않는다.
test_272,"#Person1#은 파사디나나 아카디아에 관심이 있으며, #Person2#는 ABC 학군 내에 머물고 싶다고 말합니다. #Person1#은 #Person2#에게 호수 근처에 있는 집을 원하고, #Person2#가 전망이 좋은 집이었으면 좋겠다고 조언합니다."
test_273,"Grant 씨는 #Person1#에게 샘플을 볼 수 있어서 좋았지만, 지금 당장은 결정을 내리기 어려울 것 같다고 말합니다. #Person2#는 다음 주에 연락해 달라고 요청합니다. #Person1#은 #Person2#에게 연락할 시간을 주었습니다. #Person2#가 연락이 필요합니다."
test_274,"#Person1#은 페어 오크스와 오렌지 그로브에 있는 Sons으로 가는 직행 버스를 두 번 타야 합니다. #Person1#은 #Person2#에게 268번을 타고, 261번을 이용하라고 조언합니다. #Person2#는 #Person1#에게 다른 방법을 제안합니다."
test_275,Mr. Lee는 Mrs. Word에게 차 열쇠를 꺼내는 동안 우산을 들어줄 것을 요청합니다. #Person2#는 #Person1#에게 오늘 밤 끔찍하다고 말합니다. #Person1#은 문이 닫히자 우산 대신 우산을 가져오라고 제안합니다.
test_276,#Person1#은 자켓하고 셔츠를 벗고 침대에 누워 어깨 엑스레이를 찍는 것을 추천합니다. #Person2#는 오늘 밤은 병원에 있는 것이 좋을 것 같다고 말합니다.
test_277,설리는는 IBA 직불카드가 없어졌습니다. #Person1#은 #Person2#에게 도움을 요청합니다. #Person2#는 신용카드가 잃어버렸다고 말합니다. 설리는 몇 가지 정보를 제공하여 도와드리겠다고 약속했습니다. 설리는 고객의 도움 요청을 받아들입니다.
test_278,"#Person2#는 #Person1#에게 낮잠을 잘 수 있도록 전화기를 뽑아놓으라고 제안합니다. #Person1#은 낮잠이 피곤하다고 느끼며, #Person2#가 좋은 낮잠 되길 바래봅니다. #Person1#은 #Person2#에게 저녁을 준비할 시간을 달라고 요청합니다."
test_279,"#Person2#는 #Person1#에게 중국 음식이랑 양식 중 하나를 선택하도록 도와줍니다. #Person1#은 #Person2#에게 두유와 고추장을 주문하고, #Person2#가 소고기를 맛있게 먹도록 돕습니다. #Person1#은 도움 요청 버튼을 누릅니다."
test_280,#Person2#는 웨이터에게 크림 케이크를 먹으러 가자고 제안합니다. #Person1#은 크림케이크에 대해 이야기합니다. #Person2#가 크림을 많이 먹고 싶다고 말하자 웨이터는 더 많은 크림을 주문합니다. #Person1#는 체온 조절을 도와줍니다.
test_281,"Lucy는 Stanley의 노래를 듣고 싶어 합니다. #Person1#은 #Person2#에게 엘비스의 노래를 추천합니다. #Person2#는 엘비스를 원하며, #Person1#은 엘비스에 대해 이야기합니다. 두 사람은 오늘 밤에 엘비스 노래를 듣고 싶다고 말합니다."
test_282,#Person2#는 집에서 보는 비디오 플레이어가 영화관을 대체하여 결국 영화관이 사라질 것이라고 생각합니다. #Person1#은 #Person2#에게 영화관이 단순히 영화를 보는 장소가 아니라 사람들과 만나는 장소가 되어야 한다고 주장합니다. #Person2#와 #Person1#은 영화를 보는 곳이 아닌 사람들과 만나는 장소여야 한다고 생각합니다.
test_283,"#Person1#과 #Person2#는 갈색 드레스를 찾고 있으며, #Person1#은 봄에는 실크랑 면 드레스가 좋고 봄에는 면드레스가 좋다고 설명합니다. #Person1#은 #Person1#에게 여러 가지 색상을 추천합니다. #Person2#와 #Person1#은 다른 소재에 대해 이야기합니다."
test_284,"Joshua는 오늘 용돈을 13달러로 줄 예정이며, #Person1#은 그 돈으로 저축을 하고, 가난한 사람들을 위한 책을 살 계획이다. Joshea는 이 돈으로 은행에서 비밀 돈통을 구입할 예정이다."
test_285,#Person2#는 내일 Mike의 생일 파티에 초대받았다고 말합니다. #Person1#은 그 친구가 파티에 참석하는지 물어보기로 합니다. #Person2#은 일 끝나고 운전해서 갈 예정입니다. #Person1#은 차를 타고 가기로 했습니다. #Person1#은 #Person2#에게 차 타고 가자고 제안합니다.
test_286,#Person1#은 #Person2#에게 소포를 우선우편으로 보내고 싶다고 제안합니다. #Person2#는 일반 우편 창구에서 우편환을 살 수 있다고 말합니다. #Person1#은 우편환과 항공우편 우표를 구입할 수 있다고 설명합니다.
test_287,#Person2#는 #Person1#에게 원촨 8. 0 강진으로 인해 많은 사람들이 목숨을 잃었다고 말합니다. #Person1#은 #Person2#에게 '구조'와 '지원'이라는 두 단어를 알고 있었음을 설명합니다. #Person2#가 원촨 지진 당시 사람들은 구조와 '지원'의 두 단어만 알고 있었습니다.
test_288,"#Person2#는 날씨가 너무 추워 장마가 곧 끝날 것 같다고 #Person1#에게 말합니다. #Person1#은 #Person2#가 봄을 맞이할 수 있도록 도와주어야 한다고 생각합니다. #Person2#은 따뜻한 날씨가 좋고, 봄이 오면 기분 좋은 날씨가 될 것이라고 생각합니다."
test_289,"#Person2#는 #Person1#에게 배구 경기 후 기념품 가게에 가서 구경하고 싶다고 말합니다. #Person1#은 여러 가지 선물을 사려고 합니다. 그중에서도 가장 인기 있는 아이템은 엽서, 열쇠고리, 포스터, 각종 예술품과 공예품이라고 생각합니다."
test_290,"#Person2#는 #Person1#에게 16인치 알루미늄 팬을 구매하고 싶다고 말합니다. #Person1#은 뚜껑을 깜빡했습니다만, 뚜껑은 현금으로 결제할 예정입니다. #Person1#은 #Person2#에게 뚜껑과 뚜껑이 마음에 들지 않는다고 설명합니다."
test_291,"#Person2#는 #Person1#에게 퇴근 후 다시 일하러 가자고 제안하고, #Person1#은 다섯 시에 만나자고 한다. #Person2#가 퇴근 후 차 같이 타고 가자고 하자 #Person1#이 다섯시에 만나자고 제안한다. #Person1#은 퇴근 후 보자고 합니다. #Person2#와 #Person1#은 5시에 만나기로 합니다."
test_292,"Mr. Becker는 워싱턴의 관료들이 도시는 아름답고, 사무실은 현대적이고 편안하며, 일이 흥미롭다고 생각합니다. 그들은 공무원 생활은 보람 있고 안정적인 직업이 될 수 있다고 생각합니다. #Person2#는 GS-15의 급여와 근무 조건이 매력적이라고 말합니다."
test_293,Pete는 Henry Johnson에게 베이징 사무실에서 1년 넘게 일하고 계신 Henrie를 소개합니다. 그들은 베이징에서 태어나 출생하였고 브루클린에서 자랐습니다. 두 분 모두 중국 문화를 좋아하고 있습니다.
test_294,"Julie는 Mr. Jones에게 식중독으로 인해 아팠다고 말합니다. #Person1#은 그 원인이 식중독 때문이라고 생각하지만, #Person2#는 수업을 따라갈 수 있을 것 같다고 생각합니다."
test_295,"Mike는 Mary와 Joan 이모 댁에 갔을 때 배웠던 커피, 물, 과일 주스, 콜라 등을 준비하기 위해 #Person2#에게 도움을 요청합니다. #Person1#은 엄마 친구들이 도착할 때까지 기다리겠다고 말합니다."
test_296,#Person1#과 #Person2#는 베를린에 도착하여 15분 정도 기다렸습니다. #Person1#은 긴 버스 여행 후 기분이 어때요?
test_297,"#Person1#은 #Person2#에게 주말에도 일해야 한다고 말합니다. #Person2#는 여행과 사람 만나는 것을 좋아하며, #Person1#은 외국어를 잘하고, 대중 연설도 잘한다고 설명합니다. 또한 #Person1#은 대학 다닐 때 학급 앞에서 연설하는 것을 좋아했으며, 대중 연설에 대해 잘 알고 있습니다."
test_298,"에이미는는 제니에게 피크닉을 가자고 제안합니다. 제니는 베이하이 공원에 갔고, 빌은 베이하이 바에서 술 한잔하고 친구도 사귀고, 카드 게임도 하고, 많이 웃었습니다. #Person2#는 #Person1#에게 책을 돌려달라고 요청합니다."
test_299,Peter는 #Person1#에게 정원에 물을 줘야 한다고 말합니다. #Person1#은 물 대신 차 마실 수 있도록 도와줍니다. #Person2#는 비 오는 날에 혼자 차를 마실 예정입니다. #Person1#은 비가 오기 전에 물을 주기로 했습니다.
test_300,"#Person2#는 #Person1#에게 긴급 회의를 빨리 소집할 것을 요청합니다. #Person1#은 Ken이 돌아오지 않을 것으로 예상하고, #Person1#은 회람을 보낼 예정입니다. Ken에게 주문은 절대 놓칠 수 없습니다. #Person2#가 주문의 중요성에 대해 설명합니다."
test_301,"#Person2#는 #Person1#에게 우표의 무게를 재고, 10달러 지폐와 10달러 거스름돈을 제공합니다. #Person1#은 #Person2#에게 우편과 등기로 보낼 수 있는 우표를 제안합니다."
test_302,Mr. Smith는 #Person1#에게 항생제와 가려움증과 화끈거림을 완화시킬 크림을 처방합니다. #Person1#은 약국에서 할인된 가격으로 구입할 수 있다고 설명합니다. #Person2#는 약국을 방문하여 처방전을 보내줍니다.
test_303,"#Person2#는 중국의 공예품들이 훌륭한 손재주로 유명하다고 들었습니다. #Person1#은 #Person2#의 가게에 천 가지가 넘는 품목을 추천합니다. #Person2#가 중국식이면서 운반이 쉽고, 종이 공예품을 추천합니다. #Person1#은 자수를 추천합니다."
test_304,#Person2#는 #Person1#에게 에펠탑이 설계자인 구스타브 에펠의 이름을 따서 지은 건물이라고 설명합니다. #Person1#은 #Person2#가 이름이 누군가와 관련 있다고 생각한다고 말합니다.
test_305,"#Person2#는 Brian에게 미국에 온 지 3주 되었다고 말합니다. #Person1#은 라스베이거스는 가본 적이 없으며, 캘리포니아는 한 번도 가 본 적이 없다고 말합니다. #Person2#가 라스베거스는 출장으로 한 번 갔었습니다."
test_306,"#Person1#은 #Person2#에게 걱정하지 말라고 하지만, #Person2#는 어른이니까 잘 알아서 하겠다고 대답한다. #Person2#가 아직 안 왔다고 #Person1#에게 알립니다. #Person1#는 #Person2#의 초조함을 걱정하지 않습니다."
test_307,"#Person1#은 #Person2#에게 모든 것이 계획대로 진행되었다고 말하지만, #Person2#는 항상 좋은 쪽을 보지 않습니다. #Person1#은 경고가 나쁜 쪽은 보지 않지만, #Person2#가 경고하지 않았다고는 생각하지 않습니다. #Person2#은 #Person1#에게 경고하지 말라고 말합니다."
test_308,#Person2#는 John이 일주일에 7번 그녀와 데이트한다고 말합니다. #Person1#은 그녀가 최고의 커플이라고 생각합니다. 그들은 최고의 커플로 서로를 사랑하고 있다고 생각합니다. #Person1#과 #Person2#가 그들의 데이트에 대해 이야기합니다. 그들은 서로의 매력을 잘 알고 있습니다.
test_309,#Person1#과 #Person2#는 런던에서 역사적인 인물들을 만나기 위해 웨스트민스터 사원과 템즈강 근처에 있는 보우디카 동상을 방문할 예정이다.
test_310,"다니엘은 #Person1#에게 다니엘이 체육을 더 좋아한다고 말합니다. #Person1#은 다니엘의 부모님이 그 사실을 알면 기쁘다고 말합니다. 다니엘는 항상 장난꾸러기라고 생각하며, #Person1#은 그가 흥미 있는 것만 하길 바릅니다."
test_311,"#Person1#은 베이비 샤워에 참석하지 않았지만, #Person2#가 선물로 선물을 준비해 주었습니다. 베이비는 식탁의자, 카시트, 놀이펜, 놀이펜이 준비되었습니다. #Person2#는 선물을 모두 열어보았습니다."
